ID_LOJA,NOME_LOJA,DATA,CONTAGEM_CLIENTES
510,ITACOATIARA,2025-03-11,2031
510,ITACOATIARA,2025-03-12,1808
510,ITACOATIARA,2025-03-13,1692
510,ITACOATIARA,2025-03-14,1588
510,ITACOATIARA,2025-03-15,1467
510,ITACOATIARA,2025-03-16,597
510,ITACOATIARA,2025-03-17,1778
510,ITACOATIARA,2025-03-18,1873
510,ITACOATIARA,2025-03-19,1647
510,ITACOATIARA,2025-03-20,1958
510,ITACOATIARA,2025-03-21,2203
510,ITACOATIARA,2025-03-22,1736
510,ITACOATIARA,2025-03-23,501
510,ITACOATIARA,2025-03-24,2107
510,ITACOATIARA,2025-03-25,1995
510,ITACOATIARA,2025-03-26,1847
510,ITACOATIARA,2025-03-27,1945
510,ITACOATIARA,2025-03-28,3062
510,ITACOATIARA,2025-03-29,2269
510,ITACOATIARA,2025-03-30,620
510,ITACOATIARA,2025-03-31,3595
510,ITACOATIARA,2025-04-01,2680
510,ITACOATIARA,2025-04-02,2434
510,ITACOATIARA,2025-04-03,1836
510,ITACOATIARA,2025-04-04,2324
510,ITACOATIARA,2025-04-05,2347
510,ITACOATIARA,2025-04-06,719
510,ITACOATIARA,2025-04-07,2922
510,ITACOATIARA,2025-04-08,2300
510,ITACOATIARA,2025-04-09,1710
510,ITACOATIARA,2025-04-10,1903
510,ITACOATIARA,2025-04-11,1969
510,ITACOATIARA,2025-04-12,1588
510,ITACOATIARA,2025-04-13,435
510,ITACOATIARA,2025-04-14,1783
510,ITACOATIARA,2025-04-15,1955
510,ITACOATIARA,2025-04-16,1932
510,ITACOATIARA,2025-04-17,1977
510,ITACOATIARA,2025-04-18,672
510,ITACOATIARA,2025-04-19,1938
510,ITACOATIARA,2025-04-20,498
510,ITACOATIARA,2025-04-21,1316
510,ITACOATIARA,2025-04-22,2009
510,ITACOATIARA,2025-04-23,1815
510,ITACOATIARA,2025-04-24,2149
510,ITACOATIARA,2025-04-25,2571
510,ITACOATIARA,2025-04-26,2425
510,ITACOATIARA,2025-04-27,722
510,ITACOATIARA,2025-04-28,3609
510,ITACOATIARA,2025-04-29,3069
510,ITACOATIARA,2025-04-30,3411
510,ITACOATIARA,2025-05-01,1414
510,ITACOATIARA,2025-05-02,3409
510,ITACOATIARA,2025-05-03,1997
510,ITACOATIARA,2025-05-04,677
510,ITACOATIARA,2025-05-05,3106
510,ITACOATIARA,2025-05-06,2759
510,ITACOATIARA,2025-05-07,2733
510,ITACOATIARA,2025-05-08,2561
510,ITACOATIARA,2025-05-09,2350
510,ITACOATIARA,2025-05-10,2553
510,ITACOATIARA,2025-05-11,923
510,ITACOATIARA,2025-05-12,2120
510,ITACOATIARA,2025-05-13,1796
510,ITACOATIARA,2025-05-14,1399
510,ITACOATIARA,2025-05-15,1653
510,ITACOATIARA,2025-05-16,1654
510,ITACOATIARA,2025-05-17,1642
510,ITACOATIARA,2025-05-18,558
510,ITACOATIARA,2025-05-19,1943
510,ITACOATIARA,2025-05-20,2036
510,ITACOATIARA,2025-05-21,1885
510,ITACOATIARA,2025-05-22,1680
510,ITACOATIARA,2025-05-23,1847
510,ITACOATIARA,2025-05-24,1652
510,ITACOATIARA,2025-05-25,518
510,ITACOATIARA,2025-05-26,2147
510,ITACOATIARA,2025-05-27,2109
510,ITACOATIARA,2025-05-28,2871
510,ITACOATIARA,2025-05-29,3139
510,ITACOATIARA,2025-05-30,3618
510,ITACOATIARA,2025-05-31,2262
510,ITACOATIARA,2025-06-01,719
510,ITACOATIARA,2025-06-02,3046
510,ITACOATIARA,2025-06-03,2597
510,ITACOATIARA,2025-06-04,2387
510,ITACOATIARA,2025-06-05,2493
510,ITACOATIARA,2025-06-06,2739
510,ITACOATIARA,2025-06-07,2044
510,ITACOATIARA,2025-06-08,578
510,ITACOATIARA,2025-06-09,2501
510,ITACOATIARA,2025-06-10,2023
510,ITACOATIARA,2025-06-11,1790
510,ITACOATIARA,2025-06-12,1792
510,ITACOATIARA,2025-06-13,1593
510,ITACOATIARA,2025-06-14,1664
510,ITACOATIARA,2025-06-15,555
510,ITACOATIARA,2025-06-16,1990
510,ITACOATIARA,2025-06-17,1816
510,ITACOATIARA,2025-06-18,1747
510,ITACOATIARA,2025-06-19,782
510,ITACOATIARA,2025-06-20,2127
510,ITACOATIARA,2025-06-21,1835
510,ITACOATIARA,2025-06-22,530
510,ITACOATIARA,2025-06-23,2001
510,ITACOATIARA,2025-06-24,1963
510,ITACOATIARA,2025-06-25,1933
510,ITACOATIARA,2025-06-26,2767
510,ITACOATIARA,2025-06-27,3348
510,ITACOATIARA,2025-06-28,2450
510,ITACOATIARA,2025-06-29,691
510,ITACOATIARA,2025-06-30,3832
510,ITACOATIARA,2025-07-01,2944
510,ITACOATIARA,2025-07-02,2543
510,ITACOATIARA,2025-07-03,2257
510,ITACOATIARA,2025-07-04,2045
510,ITACOATIARA,2025-07-05,2147
510,ITACOATIARA,2025-07-06,642
510,ITACOATIARA,2025-07-07,2873
510,ITACOATIARA,2025-07-08,2230
510,ITACOATIARA,2025-07-09,1848
510,ITACOATIARA,2025-07-10,1773
510,ITACOATIARA,2025-07-11,1765
510,ITACOATIARA,2025-07-12,1606
510,ITACOATIARA,2025-07-13,528
510,ITACOATIARA,2025-07-14,1841
510,ITACOATIARA,2025-07-15,1638
510,ITACOATIARA,2025-07-16,1547
510,ITACOATIARA,2025-07-17,1566
510,ITACOATIARA,2025-07-18,1710
510,ITACOATIARA,2025-07-19,1684
510,ITACOATIARA,2025-07-20,452
510,ITACOATIARA,2025-07-21,1961
510,ITACOATIARA,2025-07-22,1810
510,ITACOATIARA,2025-07-23,1666
510,ITACOATIARA,2025-07-24,1692
510,ITACOATIARA,2025-07-25,2101
510,ITACOATIARA,2025-07-26,2158
510,ITACOATIARA,2025-07-27,527
510,ITACOATIARA,2025-07-28,2742
510,ITACOATIARA,2025-07-29,2338
510,ITACOATIARA,2025-07-30,2838
510,ITACOATIARA,2025-07-31,3153
510,ITACOATIARA,2025-08-01,2593
510,ITACOATIARA,2025-08-02,2279
510,ITACOATIARA,2025-08-03,632
510,ITACOATIARA,2025-08-04,2578
510,ITACOATIARA,2025-08-05,2298
510,ITACOATIARA,2025-08-06,2298
510,ITACOATIARA,2025-08-07,2414
510,ITACOATIARA,2025-08-08,2200
510,ITACOATIARA,2025-08-09,2145
510,ITACOATIARA,2025-08-10,683
510,ITACOATIARA,2025-08-11,2125
510,ITACOATIARA,2025-08-12,1726
510,ITACOATIARA,2025-08-13,1536
510,ITACOATIARA,2025-08-14,1464
510,ITACOATIARA,2025-08-15,1773
510,ITACOATIARA,2025-08-16,1624
510,ITACOATIARA,2025-08-17,571
510,ITACOATIARA,2025-08-18,1950
510,ITACOATIARA,2025-08-19,1597
510,ITACOATIARA,2025-08-20,1863
510,ITACOATIARA,2025-08-21,1802
510,ITACOATIARA,2025-08-22,1826
510,ITACOATIARA,2025-08-23,1553
510,ITACOATIARA,2025-08-25,1868
510,ITACOATIARA,2025-08-26,1855
510,ITACOATIARA,2025-08-27,2056
510,ITACOATIARA,2025-08-28,2832
510,ITACOATIARA,2025-08-29,3170
510,ITACOATIARA,2025-08-30,2447
510,ITACOATIARA,2025-08-31,607
