ID_LOJA,NOME_LOJA,DATA,CONTAGEM_CLIENTES
510,ITACOATIARA,2024-09-29,654
510,ITACOATIARA,2024-09-30,3495
510,ITACOATIARA,2024-10-01,2759
510,ITACOATIARA,2024-10-02,2463
510,ITACOATIARA,2024-10-03,2070
510,ITACOATIARA,2024-10-04,2755
510,ITACOATIARA,2024-10-05,2091
510,ITACOATIARA,2024-10-06,448
510,ITACOATIARA,2024-10-07,3071
510,ITACOATIARA,2024-10-08,2578
510,ITACOATIARA,2024-10-09,2038
510,ITACOATIARA,2024-10-10,2086
510,ITACOATIARA,2024-10-11,2127
510,ITACOATIARA,2024-10-12,2042
510,ITACOATIARA,2024-10-13,707
510,ITACOATIARA,2024-10-14,1877
510,ITACOATIARA,2024-10-15,1717
510,ITACOATIARA,2024-10-16,1558
510,ITACOATIARA,2024-10-17,1440
510,ITACOATIARA,2024-10-18,3393
510,ITACOATIARA,2024-10-19,2466
510,ITACOATIARA,2024-10-20,698
510,ITACOATIARA,2024-10-21,2641
510,ITACOATIARA,2024-10-22,1513
510,ITACOATIARA,2024-10-23,1652
510,ITACOATIARA,2024-10-24,1711
510,ITACOATIARA,2024-10-25,2231
510,ITACOATIARA,2024-10-26,1916
510,ITACOATIARA,2024-10-27,478
510,ITACOATIARA,2024-10-28,2361
510,ITACOATIARA,2024-10-29,2646
510,ITACOATIARA,2024-10-30,2633
510,ITACOATIARA,2024-10-31,2585
510,ITACOATIARA,2024-11-01,1672
510,ITACOATIARA,2024-11-02,1390
510,ITACOATIARA,2024-11-03,997
510,ITACOATIARA,2024-11-04,4337
510,ITACOATIARA,2024-11-05,3303
510,ITACOATIARA,2024-11-06,2567
510,ITACOATIARA,2024-11-07,2722
510,ITACOATIARA,2024-11-08,2569
510,ITACOATIARA,2024-11-09,2564
510,ITACOATIARA,2024-11-10,882
510,ITACOATIARA,2024-11-11,2846
510,ITACOATIARA,2024-11-12,2102
510,ITACOATIARA,2024-11-13,1785
510,ITACOATIARA,2024-11-14,3334
510,ITACOATIARA,2024-11-15,1853
510,ITACOATIARA,2024-11-16,2309
510,ITACOATIARA,2024-11-17,737
510,ITACOATIARA,2024-11-18,3079
510,ITACOATIARA,2024-11-19,2334
510,ITACOATIARA,2024-11-20,1533
510,ITACOATIARA,2024-11-21,2094
510,ITACOATIARA,2024-11-22,2060
510,ITACOATIARA,2024-11-23,2018
510,ITACOATIARA,2024-11-24,655
510,ITACOATIARA,2024-11-25,2332
510,ITACOATIARA,2024-11-26,2174
510,ITACOATIARA,2024-11-27,2167
510,ITACOATIARA,2024-11-28,2696
510,ITACOATIARA,2024-11-29,3308
510,ITACOATIARA,2024-11-30,4047
510,ITACOATIARA,2024-12-01,886
510,ITACOATIARA,2024-12-02,3422
510,ITACOATIARA,2024-12-03,2624
510,ITACOATIARA,2024-12-04,2354
510,ITACOATIARA,2024-12-05,2320
510,ITACOATIARA,2024-12-06,2564
510,ITACOATIARA,2024-12-07,2279
510,ITACOATIARA,2024-12-08,633
510,ITACOATIARA,2024-12-09,2426
510,ITACOATIARA,2024-12-10,3708
510,ITACOATIARA,2024-12-11,2312
510,ITACOATIARA,2024-12-12,2313
510,ITACOATIARA,2024-12-13,2044
510,ITACOATIARA,2024-12-14,1722
510,ITACOATIARA,2024-12-15,615
510,ITACOATIARA,2024-12-16,2468
510,ITACOATIARA,2024-12-17,1932
510,ITACOATIARA,2024-12-18,2045
510,ITACOATIARA,2024-12-19,2105
510,ITACOATIARA,2024-12-20,2220
510,ITACOATIARA,2024-12-21,2285
510,ITACOATIARA,2024-12-22,682
510,ITACOATIARA,2024-12-23,3438
510,ITACOATIARA,2024-12-24,2347
510,ITACOATIARA,2024-12-26,3098
510,ITACOATIARA,2024-12-27,2740
510,ITACOATIARA,2024-12-28,2177
510,ITACOATIARA,2024-12-29,578
510,ITACOATIARA,2024-12-30,4238
510,ITACOATIARA,2024-12-31,2792
