ID_LOJA,NOME_LOJA,DATA,CONTAGEM_CLIENTES
510,ITACOATIARA,2025-03-11,2031
510,ITACOATIARA,2025-03-12,1808
510,ITACOATIARA,2025-03-13,1692
510,ITACOATIARA,2025-03-14,1588
510,ITACOATIARA,2025-03-15,1467
510,ITACOATIARA,2025-03-16,597
510,ITACOATIARA,2025-03-17,1778
510,ITACOATIARA,2025-03-18,1873
510,ITACOATIARA,2025-03-19,1647
510,ITACOATIARA,2025-03-20,1958
510,ITACOATIARA,2025-03-21,2203
510,ITACOATIARA,2025-03-22,1736
510,ITACOATIARA,2025-03-23,501
510,ITACOATIARA,2025-03-24,2107
510,ITACOATIARA,2025-03-25,1995
510,ITACOATIARA,2025-03-26,1847
510,ITACOATIARA,2025-03-27,1945
510,ITACOATIARA,2025-03-28,3062
510,ITACOATIARA,2025-03-29,2269
510,ITACOATIARA,2025-03-30,620
510,ITACOATIARA,2025-03-31,3595
510,ITACOATIARA,2025-04-01,2680
510,ITACOATIARA,2025-04-02,2434
510,ITACOATIARA,2025-04-03,1836
510,ITACOATIARA,2025-04-04,2324
510,ITACOATIARA,2025-04-05,2347
510,ITACOATIARA,2025-04-06,719
510,ITACOATIARA,2025-04-07,2922
510,ITACOATIARA,2025-04-08,2300
510,ITACOATIARA,2025-04-09,1710
510,ITACOATIARA,2025-04-10,1903
510,ITACOATIARA,2025-04-11,1969
510,ITACOATIARA,2025-04-12,1588
510,ITACOATIARA,2025-04-13,435
510,ITACOATIARA,2025-04-14,1783
510,ITACOATIARA,2025-04-15,1955
510,ITACOATIARA,2025-04-16,1932
510,ITACOATIARA,2025-04-17,1977
510,ITACOATIARA,2025-04-18,672
510,ITACOATIARA,2025-04-19,1938
510,ITACOATIARA,2025-04-20,498
510,ITACOATIARA,2025-04-21,1316
510,ITACOATIARA,2025-04-22,2009
510,ITACOATIARA,2025-04-23,1815
510,ITACOATIARA,2025-04-24,2149
510,ITACOATIARA,2025-04-25,2571
510,ITACOATIARA,2025-04-26,2425
510,ITACOATIARA,2025-04-27,722
510,ITACOATIARA,2025-04-28,3609
510,ITACOATIARA,2025-04-29,3069
510,ITACOATIARA,2025-04-30,3411
510,ITACOATIARA,2025-05-01,1414
510,ITACOATIARA,2025-05-02,3409
510,ITACOATIARA,2025-05-03,1997
510,ITACOATIARA,2025-05-04,677
510,ITACOATIARA,2025-05-05,3106
510,ITACOATIARA,2025-05-06,2759
510,ITACOATIARA,2025-05-07,2733
510,ITACOATIARA,2025-05-08,2561
510,ITACOATIARA,2025-05-09,2350
510,ITACOATIARA,2025-05-10,2553
510,ITACOATIARA,2025-05-11,923
510,ITACOATIARA,2025-05-12,2120
510,ITACOATIARA,2025-05-13,1796
510,ITACOATIARA,2025-05-14,1399
510,ITACOATIARA,2025-05-15,1653
510,ITACOATIARA,2025-05-16,1654
510,ITACOATIARA,2025-05-17,1642
510,ITACOATIARA,2025-05-18,558
510,ITACOATIARA,2025-05-19,1943
510,ITACOATIARA,2025-05-20,2036
510,ITACOATIARA,2025-05-21,1885
510,ITACOATIARA,2025-05-22,1680
510,ITACOATIARA,2025-05-23,1847
510,ITACOATIARA,2025-05-24,1652
510,ITACOATIARA,2025-05-25,518
510,ITACOATIARA,2025-05-26,2147
510,ITACOATIARA,2025-05-27,2109
510,ITACOATIARA,2025-05-28,2871
510,ITACOATIARA,2025-05-29,3139
510,ITACOATIARA,2025-05-30,3618
510,ITACOATIARA,2025-05-31,2262
510,ITACOATIARA,2025-06-01,719
510,ITACOATIARA,2025-06-02,3046
510,ITACOATIARA,2025-06-03,2597
510,ITACOATIARA,2025-06-04,2387
510,ITACOATIARA,2025-06-05,2493
510,ITACOATIARA,2025-06-06,2739
510,ITACOATIARA,2025-06-07,2044
510,ITACOATIARA,2025-06-08,578
510,ITACOATIARA,2025-06-09,2501
510,ITACOATIARA,2025-06-10,2023
510,ITACOATIARA,2025-06-11,1790
510,ITACOATIARA,2025-06-12,1792
510,ITACOATIARA,2025-06-13,1593
510,ITACOATIARA,2025-06-14,1664
510,ITACOATIARA,2025-06-15,555
510,ITACOATIARA,2025-06-16,1990
510,ITACOATIARA,2025-06-17,1816
510,ITACOATIARA,2025-06-18,1747
510,ITACOATIARA,2025-06-19,782
510,ITACOATIARA,2025-06-20,2127
510,ITACOATIARA,2025-06-21,1835
510,ITACOATIARA,2025-06-22,530
510,ITACOATIARA,2025-06-23,2001
510,ITACOATIARA,2025-06-24,1963
510,ITACOATIARA,2025-06-25,1933
510,ITACOATIARA,2025-06-26,2767
510,ITACOATIARA,2025-06-27,3348
510,ITACOATIARA,2025-06-28,2450
510,ITACOATIARA,2025-06-29,691
510,ITACOATIARA,2025-06-30,3832
510,ITACOATIARA,2025-07-01,2944
510,ITACOATIARA,2025-07-02,2543
510,ITACOATIARA,2025-07-03,2257
510,ITACOATIARA,2025-07-04,2045
510,ITACOATIARA,2025-07-05,2147
510,ITACOATIARA,2025-07-06,642
510,ITACOATIARA,2025-07-07,2873
510,ITACOATIARA,2025-07-08,2230
510,ITACOATIARA,2025-07-09,1848
510,ITACOATIARA,2025-07-10,1773
510,ITACOATIARA,2025-07-11,1765
510,ITACOATIARA,2025-07-12,1606
510,ITACOATIARA,2025-07-13,528
510,ITACOATIARA,2025-07-14,1841
510,ITACOATIARA,2025-07-15,1638
510,ITACOATIARA,2025-07-16,1547
510,ITACOATIARA,2025-07-17,1566
510,ITACOATIARA,2025-07-18,1710
510,ITACOATIARA,2025-07-19,1684
510,ITACOATIARA,2025-07-20,452
510,ITACOATIARA,2025-07-21,1961
510,ITACOATIARA,2025-07-22,1810
510,ITACOATIARA,2025-07-23,1666
510,ITACOATIARA,2025-07-24,1692
510,ITACOATIARA,2025-07-25,2101
510,ITACOATIARA,2025-07-26,2158
510,ITACOATIARA,2025-07-27,527
510,ITACOATIARA,2025-07-28,2742
510,ITACOATIARA,2025-07-29,2338
510,ITACOATIARA,2025-07-30,2838
510,ITACOATIARA,2025-07-31,3153
510,ITACOATIARA,2025-08-01,2593
510,ITACOATIARA,2025-08-02,2279
510,ITACOATIARA,2025-08-03,632
510,ITACOATIARA,2025-08-04,2578
510,ITACOATIARA,2025-08-05,2298
510,ITACOATIARA,2025-08-06,2298
510,ITACOATIARA,2025-08-07,2414
510,ITACOATIARA,2025-08-08,2200
510,ITACOATIARA,2025-08-09,2145
510,ITACOATIARA,2025-08-10,683
510,ITACOATIARA,2025-08-11,2125
510,ITACOATIARA,2025-08-12,1726
510,ITACOATIARA,2025-08-13,1536
510,ITACOATIARA,2025-08-14,1464
510,ITACOATIARA,2025-08-15,1773
510,ITACOATIARA,2025-08-16,1624
510,ITACOATIARA,2025-08-17,571
510,ITACOATIARA,2025-08-18,1950
510,ITACOATIARA,2025-08-19,1597
510,ITACOATIARA,2025-08-20,1863
510,ITACOATIARA,2025-08-21,1802
510,ITACOATIARA,2025-08-22,1826
510,ITACOATIARA,2025-08-23,1553
510,ITACOATIARA,2025-08-25,1868
510,ITACOATIARA,2025-08-26,1855
510,ITACOATIARA,2025-08-27,2056
510,ITACOATIARA,2025-08-28,2832
510,ITACOATIARA,2025-08-29,3170
510,ITACOATIARA,2025-08-30,2447
510,ITACOATIARA,2025-08-31,607
510,ITACOATIARA,2024-01-02,2890
510,ITACOATIARA,2024-01-03,2371
510,ITACOATIARA,2024-01-04,2341
510,ITACOATIARA,2024-01-05,2173
510,ITACOATIARA,2024-01-06,2106
510,ITACOATIARA,2024-01-07,540
510,ITACOATIARA,2024-01-08,3002
510,ITACOATIARA,2024-01-09,1839
510,ITACOATIARA,2024-01-10,1857
510,ITACOATIARA,2024-01-11,1719
510,ITACOATIARA,2024-01-12,1511
510,ITACOATIARA,2024-01-13,1387
510,ITACOATIARA,2024-01-14,237
510,ITACOATIARA,2024-01-15,1919
510,ITACOATIARA,2024-01-16,1744
510,ITACOATIARA,2024-01-17,1564
510,ITACOATIARA,2024-01-18,3470
510,ITACOATIARA,2024-01-19,3338
510,ITACOATIARA,2024-01-20,2151
510,ITACOATIARA,2024-01-21,599
510,ITACOATIARA,2024-01-22,2942
510,ITACOATIARA,2024-01-23,2145
510,ITACOATIARA,2024-01-24,1776
510,ITACOATIARA,2024-01-25,1704
510,ITACOATIARA,2024-01-26,2116
510,ITACOATIARA,2024-01-27,1578
510,ITACOATIARA,2024-01-28,478
510,ITACOATIARA,2024-01-29,2581
510,ITACOATIARA,2024-01-30,2894
510,ITACOATIARA,2024-01-31,3242
510,ITACOATIARA,2024-02-01,2557
510,ITACOATIARA,2024-02-02,2606
510,ITACOATIARA,2024-02-03,1902
510,ITACOATIARA,2024-02-04,576
510,ITACOATIARA,2024-02-05,2869
510,ITACOATIARA,2024-02-06,2586
510,ITACOATIARA,2024-02-07,2456
510,ITACOATIARA,2024-02-08,2039
510,ITACOATIARA,2024-02-09,2001
510,ITACOATIARA,2024-02-10,1754
510,ITACOATIARA,2024-02-11,463
510,ITACOATIARA,2024-02-12,1797
510,ITACOATIARA,2024-02-13,439
510,ITACOATIARA,2024-02-14,1265
510,ITACOATIARA,2024-02-15,2066
510,ITACOATIARA,2024-02-16,2502
510,ITACOATIARA,2024-02-17,2032
510,ITACOATIARA,2024-02-18,421
510,ITACOATIARA,2024-02-19,2492
510,ITACOATIARA,2024-02-20,2138
510,ITACOATIARA,2024-02-21,1941
510,ITACOATIARA,2024-02-22,2046
510,ITACOATIARA,2024-02-23,2158
510,ITACOATIARA,2024-02-24,1620
510,ITACOATIARA,2024-02-25,472
510,ITACOATIARA,2024-02-26,2303
510,ITACOATIARA,2024-02-27,2374
510,ITACOATIARA,2024-02-28,2830
510,ITACOATIARA,2024-02-29,3845
510,ITACOATIARA,2024-03-01,3228
510,ITACOATIARA,2024-03-02,2253
510,ITACOATIARA,2024-03-03,646
510,ITACOATIARA,2024-03-04,2744
510,ITACOATIARA,2024-03-05,2623
510,ITACOATIARA,2024-03-06,2302
510,ITACOATIARA,2024-03-07,2340
510,ITACOATIARA,2024-03-08,2284
510,ITACOATIARA,2024-03-09,1843
510,ITACOATIARA,2024-03-10,579
510,ITACOATIARA,2024-03-11,2137
510,ITACOATIARA,2024-03-12,1772
510,ITACOATIARA,2024-03-13,1616
510,ITACOATIARA,2024-03-14,1667
510,ITACOATIARA,2024-03-15,2043
510,ITACOATIARA,2024-03-16,1622
510,ITACOATIARA,2024-03-17,493
510,ITACOATIARA,2024-03-18,2029
510,ITACOATIARA,2024-03-19,1949
510,ITACOATIARA,2024-03-20,2041
510,ITACOATIARA,2024-03-21,1793
510,ITACOATIARA,2024-03-22,2095
510,ITACOATIARA,2024-03-23,1489
510,ITACOATIARA,2024-03-24,487
510,ITACOATIARA,2024-03-25,2316
510,ITACOATIARA,2024-03-26,2222
510,ITACOATIARA,2024-03-27,2485
510,ITACOATIARA,2024-03-28,2884
510,ITACOATIARA,2024-03-29,1002
510,ITACOATIARA,2024-03-30,2582
510,ITACOATIARA,2024-03-31,646
510,ITACOATIARA,2024-04-01,3844
510,ITACOATIARA,2024-04-02,2532
510,ITACOATIARA,2024-04-03,2279
510,ITACOATIARA,2024-04-04,2362
510,ITACOATIARA,2024-04-05,2456
510,ITACOATIARA,2024-04-06,2138
510,ITACOATIARA,2024-04-07,691
510,ITACOATIARA,2024-04-08,2579
510,ITACOATIARA,2024-04-09,1894
510,ITACOATIARA,2024-04-10,1849
510,ITACOATIARA,2024-04-11,1703
510,ITACOATIARA,2024-04-12,1495
510,ITACOATIARA,2024-04-13,1488
510,ITACOATIARA,2024-04-14,492
510,ITACOATIARA,2024-04-15,2146
510,ITACOATIARA,2024-04-16,1743
510,ITACOATIARA,2024-04-17,1621
510,ITACOATIARA,2024-04-18,1788
510,ITACOATIARA,2024-04-19,2043
510,ITACOATIARA,2024-04-20,1825
510,ITACOATIARA,2024-04-21,379
510,ITACOATIARA,2024-04-22,2247
510,ITACOATIARA,2024-04-23,1860
510,ITACOATIARA,2024-04-24,2094
510,ITACOATIARA,2024-04-25,1089
510,ITACOATIARA,2024-04-26,3490
510,ITACOATIARA,2024-04-27,2142
510,ITACOATIARA,2024-04-28,608
510,ITACOATIARA,2024-04-29,3657
510,ITACOATIARA,2024-04-30,3893
510,ITACOATIARA,2024-05-01,1281
510,ITACOATIARA,2024-05-02,3307
510,ITACOATIARA,2024-05-03,2895
510,ITACOATIARA,2024-05-04,2401
510,ITACOATIARA,2024-05-05,672
510,ITACOATIARA,2024-05-06,2897
510,ITACOATIARA,2024-05-07,2756
510,ITACOATIARA,2024-05-08,2602
510,ITACOATIARA,2024-05-09,2308
510,ITACOATIARA,2024-05-10,1788
510,ITACOATIARA,2024-05-11,1798
510,ITACOATIARA,2024-05-12,444
510,ITACOATIARA,2024-05-13,1237
510,ITACOATIARA,2024-05-14,1327
510,ITACOATIARA,2024-05-15,1216
510,ITACOATIARA,2024-05-16,1195
510,ITACOATIARA,2024-05-17,1295
510,ITACOATIARA,2024-05-18,1296
510,ITACOATIARA,2024-05-19,349
510,ITACOATIARA,2024-05-20,1528
510,ITACOATIARA,2024-05-21,1495
510,ITACOATIARA,2024-05-22,1497
510,ITACOATIARA,2024-05-23,1853
510,ITACOATIARA,2024-05-24,2108
510,ITACOATIARA,2024-05-25,1623
510,ITACOATIARA,2024-05-26,469
510,ITACOATIARA,2024-05-27,2132
510,ITACOATIARA,2024-05-28,2596
510,ITACOATIARA,2024-05-29,2311
510,ITACOATIARA,2024-05-30,1676
510,ITACOATIARA,2024-05-31,3840
510,ITACOATIARA,2024-06-01,2340
510,ITACOATIARA,2024-06-02,566
510,ITACOATIARA,2024-06-03,3221
510,ITACOATIARA,2024-06-04,2861
510,ITACOATIARA,2024-06-05,2652
510,ITACOATIARA,2024-06-06,2817
510,ITACOATIARA,2024-06-07,2721
510,ITACOATIARA,2024-06-08,2094
510,ITACOATIARA,2024-06-09,550
510,ITACOATIARA,2024-06-10,2620
510,ITACOATIARA,2024-06-11,1952
510,ITACOATIARA,2024-06-12,1847
510,ITACOATIARA,2024-06-13,1560
510,ITACOATIARA,2024-06-14,1659
510,ITACOATIARA,2024-06-15,1570
510,ITACOATIARA,2024-06-16,487
510,ITACOATIARA,2024-06-17,2063
510,ITACOATIARA,2024-06-18,1887
510,ITACOATIARA,2024-06-19,1748
510,ITACOATIARA,2024-06-20,1968
510,ITACOATIARA,2024-06-21,2056
510,ITACOATIARA,2024-06-22,1630
510,ITACOATIARA,2024-06-23,509
510,ITACOATIARA,2024-06-24,2090
510,ITACOATIARA,2024-06-25,2213
510,ITACOATIARA,2024-06-26,2497
510,ITACOATIARA,2024-06-27,3148
510,ITACOATIARA,2024-06-28,3782
510,ITACOATIARA,2024-06-29,1254
510,ITACOATIARA,2024-06-30,851
510,ITACOATIARA,2024-07-01,4133
510,ITACOATIARA,2024-07-02,3271
510,ITACOATIARA,2024-07-03,2725
510,ITACOATIARA,2024-07-04,2503
510,ITACOATIARA,2024-07-05,2725
510,ITACOATIARA,2024-07-06,2101
510,ITACOATIARA,2024-07-07,570
510,ITACOATIARA,2024-07-08,2917
510,ITACOATIARA,2024-07-09,2044
510,ITACOATIARA,2024-07-10,1672
510,ITACOATIARA,2024-07-11,1667
510,ITACOATIARA,2024-07-12,1505
510,ITACOATIARA,2024-07-13,1377
510,ITACOATIARA,2024-07-14,544
510,ITACOATIARA,2024-07-15,1972
510,ITACOATIARA,2024-07-16,1555
510,ITACOATIARA,2024-07-17,1435
510,ITACOATIARA,2024-07-18,1718
510,ITACOATIARA,2024-07-23,1188
510,ITACOATIARA,2024-07-24,1823
510,ITACOATIARA,2024-07-25,1999
510,ITACOATIARA,2024-07-26,2446
510,ITACOATIARA,2024-07-27,2181
510,ITACOATIARA,2024-07-28,499
510,ITACOATIARA,2024-07-29,2948
510,ITACOATIARA,2024-07-30,2922
510,ITACOATIARA,2024-07-31,2836
510,ITACOATIARA,2024-08-01,2524
510,ITACOATIARA,2024-08-02,2515
510,ITACOATIARA,2024-08-03,2040
510,ITACOATIARA,2024-08-04,597
510,ITACOATIARA,2024-08-05,2773
510,ITACOATIARA,2024-08-06,2466
510,ITACOATIARA,2024-08-07,2457
510,ITACOATIARA,2024-08-08,2103
510,ITACOATIARA,2024-08-09,2034
510,ITACOATIARA,2024-08-10,1881
510,ITACOATIARA,2024-08-11,643
510,ITACOATIARA,2024-08-12,1871
510,ITACOATIARA,2024-08-13,1815
510,ITACOATIARA,2024-08-14,1631
510,ITACOATIARA,2024-08-15,1771
510,ITACOATIARA,2024-08-16,1660
510,ITACOATIARA,2024-08-17,1528
510,ITACOATIARA,2024-08-18,434
510,ITACOATIARA,2024-08-19,1896
510,ITACOATIARA,2024-08-20,2014
510,ITACOATIARA,2024-08-21,1753
510,ITACOATIARA,2024-08-22,1755
510,ITACOATIARA,2024-08-23,1994
510,ITACOATIARA,2024-08-24,1653
510,ITACOATIARA,2024-08-25,478
510,ITACOATIARA,2024-08-26,2265
510,ITACOATIARA,2024-08-27,2208
510,ITACOATIARA,2024-08-28,2154
510,ITACOATIARA,2024-08-29,2902
510,ITACOATIARA,2024-08-30,3346
510,ITACOATIARA,2024-08-31,2241
510,ITACOATIARA,2024-09-01,796
510,ITACOATIARA,2024-09-02,3251
510,ITACOATIARA,2024-09-03,2679
510,ITACOATIARA,2024-09-04,2439
510,ITACOATIARA,2024-09-05,1157
510,ITACOATIARA,2024-09-06,3030
510,ITACOATIARA,2024-09-07,1095
510,ITACOATIARA,2024-09-08,764
510,ITACOATIARA,2024-09-09,3572
510,ITACOATIARA,2024-09-10,2480
510,ITACOATIARA,2024-09-11,1831
510,ITACOATIARA,2024-09-12,1746
510,ITACOATIARA,2024-09-13,1657
510,ITACOATIARA,2024-09-14,1611
510,ITACOATIARA,2024-09-15,528
510,ITACOATIARA,2024-09-16,1922
510,ITACOATIARA,2024-09-17,3357
510,ITACOATIARA,2024-09-18,2497
510,ITACOATIARA,2024-09-19,2153
510,ITACOATIARA,2024-09-20,2060
510,ITACOATIARA,2024-09-21,1675
510,ITACOATIARA,2024-09-22,468
510,ITACOATIARA,2024-09-23,2007
510,ITACOATIARA,2024-09-24,1703
510,ITACOATIARA,2024-09-25,1742
510,ITACOATIARA,2024-09-26,1919
510,ITACOATIARA,2024-09-27,2764
510,ITACOATIARA,2024-09-28,2400
510,ITACOATIARA,2024-09-29,654
510,ITACOATIARA,2024-09-30,3495
510,ITACOATIARA,2024-10-01,2759
510,ITACOATIARA,2024-10-02,2463
510,ITACOATIARA,2024-10-03,2070
510,ITACOATIARA,2024-10-04,2755
510,ITACOATIARA,2024-10-05,2091
510,ITACOATIARA,2024-10-06,448
510,ITACOATIARA,2024-10-07,3071
510,ITACOATIARA,2024-10-08,2578
510,ITACOATIARA,2024-10-09,2038
510,ITACOATIARA,2024-10-10,2086
510,ITACOATIARA,2024-10-11,2127
510,ITACOATIARA,2024-10-12,2042
510,ITACOATIARA,2024-10-13,707
510,ITACOATIARA,2024-10-14,1877
510,ITACOATIARA,2024-10-15,1717
510,ITACOATIARA,2024-10-16,1558
510,ITACOATIARA,2024-10-17,1440
510,ITACOATIARA,2024-10-18,3393
510,ITACOATIARA,2024-10-19,2466
510,ITACOATIARA,2024-10-20,698
510,ITACOATIARA,2024-10-21,2641
510,ITACOATIARA,2024-10-22,1513
510,ITACOATIARA,2024-10-23,1652
510,ITACOATIARA,2024-10-24,1711
510,ITACOATIARA,2024-10-25,2231
510,ITACOATIARA,2024-10-26,1916
510,ITACOATIARA,2024-10-27,478
510,ITACOATIARA,2024-10-28,2361
510,ITACOATIARA,2024-10-29,2646
510,ITACOATIARA,2024-10-30,2633
510,ITACOATIARA,2024-10-31,2585
510,ITACOATIARA,2024-11-01,1672
510,ITACOATIARA,2024-11-02,1390
510,ITACOATIARA,2024-11-03,997
510,ITACOATIARA,2024-11-04,4337
510,ITACOATIARA,2024-11-05,3303
510,ITACOATIARA,2024-11-06,2567
510,ITACOATIARA,2024-11-07,2722
510,ITACOATIARA,2024-11-08,2569
510,ITACOATIARA,2024-11-09,2564
510,ITACOATIARA,2024-11-10,882
510,ITACOATIARA,2024-11-11,2846
510,ITACOATIARA,2024-11-12,2102
510,ITACOATIARA,2024-11-13,1785
510,ITACOATIARA,2024-11-14,3334
510,ITACOATIARA,2024-11-15,1853
510,ITACOATIARA,2024-11-16,2309
510,ITACOATIARA,2024-11-17,737
510,ITACOATIARA,2024-11-18,3079
510,ITACOATIARA,2024-11-19,2334
510,ITACOATIARA,2024-11-20,1533
510,ITACOATIARA,2024-11-21,2094
510,ITACOATIARA,2024-11-22,2060
510,ITACOATIARA,2024-11-23,2018
510,ITACOATIARA,2024-11-24,655
510,ITACOATIARA,2024-11-25,2332
510,ITACOATIARA,2024-11-26,2174
510,ITACOATIARA,2024-11-27,2167
510,ITACOATIARA,2024-11-28,2696
510,ITACOATIARA,2024-11-29,3308
510,ITACOATIARA,2024-11-30,4047
510,ITACOATIARA,2024-12-01,886
510,ITACOATIARA,2024-12-02,3422
510,ITACOATIARA,2024-12-03,2624
510,ITACOATIARA,2024-12-04,2354
510,ITACOATIARA,2024-12-05,2320
510,ITACOATIARA,2024-12-06,2564
510,ITACOATIARA,2024-12-07,2279
510,ITACOATIARA,2024-12-08,633
510,ITACOATIARA,2024-12-09,2426
510,ITACOATIARA,2024-12-10,3708
510,ITACOATIARA,2024-12-11,2312
510,ITACOATIARA,2024-12-12,2313
510,ITACOATIARA,2024-12-13,2044
510,ITACOATIARA,2024-12-14,1722
510,ITACOATIARA,2024-12-15,615
510,ITACOATIARA,2024-12-16,2468
510,ITACOATIARA,2024-12-17,1932
510,ITACOATIARA,2024-12-18,2045
510,ITACOATIARA,2024-12-19,2105
510,ITACOATIARA,2024-12-20,2220
510,ITACOATIARA,2024-12-21,2285
510,ITACOATIARA,2024-12-22,682
510,ITACOATIARA,2024-12-23,3438
510,ITACOATIARA,2024-12-24,2347
510,ITACOATIARA,2024-12-26,3098
510,ITACOATIARA,2024-12-27,2740
510,ITACOATIARA,2024-12-28,2177
510,ITACOATIARA,2024-12-29,578
510,ITACOATIARA,2024-12-30,4238
510,ITACOATIARA,2024-12-31,2792
510,ITACOATIARA,2023-01-02,3360
510,ITACOATIARA,2023-01-03,3052
510,ITACOATIARA,2023-01-04,2980
510,ITACOATIARA,2023-01-05,2821
510,ITACOATIARA,2023-01-06,3042
510,ITACOATIARA,2023-01-07,2387
510,ITACOATIARA,2023-01-08,700
510,ITACOATIARA,2023-01-09,2779
510,ITACOATIARA,2023-01-10,2186
510,ITACOATIARA,2023-01-11,1881
510,ITACOATIARA,2023-01-12,1991
510,ITACOATIARA,2023-01-13,1999
510,ITACOATIARA,2023-01-14,1711
510,ITACOATIARA,2023-01-15,499
510,ITACOATIARA,2023-01-16,2063
510,ITACOATIARA,2023-01-17,1698
510,ITACOATIARA,2023-01-18,2167
510,ITACOATIARA,2023-01-19,2365
510,ITACOATIARA,2023-01-20,2479
510,ITACOATIARA,2023-01-21,1959
510,ITACOATIARA,2023-01-22,509
510,ITACOATIARA,2023-01-23,2737
510,ITACOATIARA,2023-01-24,2639
510,ITACOATIARA,2023-01-25,2462
510,ITACOATIARA,2023-01-26,2465
510,ITACOATIARA,2023-01-27,2611
510,ITACOATIARA,2023-01-28,2173
510,ITACOATIARA,2023-01-29,666
510,ITACOATIARA,2023-01-30,3498
510,ITACOATIARA,2023-01-31,3724
510,ITACOATIARA,2023-02-01,4116
510,ITACOATIARA,2023-02-02,3126
510,ITACOATIARA,2023-02-03,2829
510,ITACOATIARA,2023-02-04,2596
510,ITACOATIARA,2023-02-05,729
510,ITACOATIARA,2023-02-06,3586
510,ITACOATIARA,2023-02-07,2644
510,ITACOATIARA,2023-02-08,2531
510,ITACOATIARA,2023-02-09,1936
510,ITACOATIARA,2023-02-10,1932
510,ITACOATIARA,2023-02-11,1748
510,ITACOATIARA,2023-02-12,516
510,ITACOATIARA,2023-02-13,2405
510,ITACOATIARA,2023-02-14,2148
510,ITACOATIARA,2023-02-15,2769
510,ITACOATIARA,2023-02-16,2219
510,ITACOATIARA,2023-02-17,2595
510,ITACOATIARA,2023-02-18,1976
510,ITACOATIARA,2023-02-19,585
510,ITACOATIARA,2023-02-20,2115
510,ITACOATIARA,2023-02-21,741
510,ITACOATIARA,2023-02-22,1416
510,ITACOATIARA,2023-02-23,3035
510,ITACOATIARA,2023-02-24,3151
510,ITACOATIARA,2023-02-25,2159
510,ITACOATIARA,2023-02-26,651
510,ITACOATIARA,2023-02-27,3316
510,ITACOATIARA,2023-02-28,4407
510,ITACOATIARA,2023-03-01,3719
510,ITACOATIARA,2023-03-02,3384
510,ITACOATIARA,2023-03-03,2969
510,ITACOATIARA,2023-03-04,2565
510,ITACOATIARA,2023-03-05,766
510,ITACOATIARA,2023-03-06,3822
510,ITACOATIARA,2023-03-07,2782
510,ITACOATIARA,2023-03-08,2035
