DATA,ID_LOJA,NOME_LOJA,CONTAGEM_CLIENTES,VENDAS,DIA_SEMANA,FERIADO_NOME,EH_FERIADO,DATA_COMEMORATIVA,EH_COMEMORATIVA,IS_ZERO_CC,DIA_SEMANA_NUM,DIA_1,DIA_2,DIA_3,DIA_4,DIA_5,DIA_6,DIA_7,LOG_VENDAS,CONTAGEM_CLIENTES_AJUSTADA,IMPUTADO
2023-01-31,510,ITACOATIARA,3724.0,953.0,Terça-feira,,0.0,,0.0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.860663671448287,3724.0,0
2024-03-26,510,ITACOATIARA,2222.0,541.0,Terça-feira,,0.0,,0.0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.295266001439646,2222.0,0
2024-01-18,510,ITACOATIARA,3470.0,847.0,Quinta-feira,,0.0,,0.0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.742880635791903,3470.0,0
2024-09-16,510,ITACOATIARA,1922.0,396.0,Segunda-feira,,0.0,,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.983936280687191,1922.0,0
2024-10-11,510,ITACOATIARA,2127.0,657.0,Sexta-feira,,0.0,,0.0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.489204931325317,2127.0,0
2023-02-17,510,ITACOATIARA,2595.0,583.0,Sexta-feira,,0.0,,0.0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.369900982828227,2595.0,0
2023-11-20,510,ITACOATIARA,1884.0,482.0,Segunda-feira,Consciência Negra,1.0,,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.180016653652572,1884.0,0
2025-04-10,510,ITACOATIARA,1903.0,473.0,Quinta-feira,,0.0,,0.0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.161207321695077,1903.0,0
2024-11-07,510,ITACOATIARA,2722.0,706.0,Quinta-feira,,0.0,,0.0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.561030665896573,2722.0,0
2022-09-15,510,ITACOATIARA,2053.0,504.0,Quinta-feira,,0.0,Dia do Cliente,1.0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.22455842927536,2053.0,0
2022-10-01,510,ITACOATIARA,0.0,987.0,Sábado,,0.0,,0.0,1,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.895682697747868,3292.0,1
2024-01-08,510,ITACOATIARA,3002.0,747.0,Segunda-feira,,0.0,,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.617402977974478,3002.0,0
2023-07-25,510,ITACOATIARA,2175.0,531.0,Terça-feira,,0.0,,0.0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.2766434893416445,2175.0,0
2025-06-22,510,ITACOATIARA,530.0,122.0,Domingo,,0.0,,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.812184355372417,530.0,0
2022-11-28,510,ITACOATIARA,3101.0,760.0,Segunda-feira,,0.0,,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.634633357861686,3101.0,0
2024-01-31,510,ITACOATIARA,3242.0,955.0,Quarta-feira,,0.0,,0.0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.862757913051401,3242.0,0
2024-09-15,510,ITACOATIARA,528.0,177.0,Domingo,,0.0,Dia do Cliente,1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.181783550292085,528.0,0
2023-10-05,510,ITACOATIARA,2392.0,687.0,Quinta-feira,,0.0,,0.0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.5337888379333435,2392.0,0
2025-01-25,510,ITACOATIARA,1546.0,395.0,Sábado,,0.0,,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.981414211254481,1546.0,0
2025-04-22,510,ITACOATIARA,2009.0,536.0,Terça-feira,,0.0,,0.0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.285998094508865,2009.0,0
2022-10-18,510,ITACOATIARA,2678.0,589.0,Terça-feira,,0.0,,0.0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.380122536899765,2678.0,0
2024-05-20,510,ITACOATIARA,1528.0,496.0,Segunda-feira,,0.0,,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.208590026096629,1528.0,0
2024-04-29,510,ITACOATIARA,3657.0,1015.0,Segunda-feira,,0.0,,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.923628628138427,3657.0,0
2023-11-18,510,ITACOATIARA,2866.0,776.0,Sábado,,0.0,,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.655440350367647,2866.0,0
2025-02-24,510,ITACOATIARA,2345.0,554.0,Segunda-feira,,0.0,,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.318968113746434,2345.0,0
2023-10-30,510,ITACOATIARA,3143.0,792.0,Segunda-feira,,0.0,,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.675823221634848,3143.0,0
2024-02-11,510,ITACOATIARA,463.0,159.0,Domingo,,0.0,,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.075173815233827,463.0,0
2025-04-11,510,ITACOATIARA,1969.0,428.0,Sexta-feira,,0.0,,0.0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.061456918928017,1969.0,0
2024-10-03,510,ITACOATIARA,2070.0,525.0,Quinta-feira,,0.0,,0.0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.26530121273771,2070.0,0
2024-05-10,510,ITACOATIARA,1788.0,636.0,Sexta-feira,,0.0,,0.0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.456769655572163,1788.0,0
2025-04-24,510,ITACOATIARA,2149.0,493.0,Quinta-feira,,0.0,,0.0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.202535517187923,2149.0,0
2023-05-05,510,ITACOATIARA,3066.0,823.0,Sexta-feira,,0.0,,0.0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.714170529909472,3066.0,0
2023-04-10,510,ITACOATIARA,2902.0,666.0,Segunda-feira,,0.0,,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.502790045915623,2902.0,0
2022-10-25,510,ITACOATIARA,2908.0,653.0,Terça-feira,,0.0,,0.0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.483107351457199,2908.0,0
2023-02-20,510,ITACOATIARA,2115.0,579.0,Segunda-feira,,0.0,,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.363028103540465,2115.0,0
2025-08-06,510,ITACOATIARA,2298.0,650.0,Quarta-feira,,0.0,,0.0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.478509642208569,2298.0,0
2024-03-29,510,ITACOATIARA,1002.0,298.0,Sexta-feira,Sexta-feira Santa,1.0,,0.0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.700443573390686,1002.0,0
2023-10-12,510,ITACOATIARA,1713.0,537.0,Quinta-feira,Nossa Senhora Aparecida,1.0,,0.0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.2878585601617845,1713.0,0
2024-05-19,510,ITACOATIARA,349.0,156.0,Domingo,,0.0,,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.056245805348308,349.0,0
2025-01-18,510,ITACOATIARA,2948.0,641.0,Sábado,,0.0,,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.464588303689961,2948.0,0
2025-05-26,510,ITACOATIARA,2147.0,483.0,Segunda-feira,,0.0,,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.182084906716632,2147.0,0
2023-09-07,510,ITACOATIARA,1138.0,336.0,Quinta-feira,Independência do Brasil,1.0,,0.0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.820082930352362,1138.0,0
2022-09-12,510,ITACOATIARA,2814.0,626.0,Segunda-feira,,0.0,,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.440946540632921,2814.0,0
2024-09-08,510,ITACOATIARA,764.0,239.0,Domingo,,0.0,,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.480638923341991,764.0,0
2024-06-08,510,ITACOATIARA,2094.0,600.0,Sábado,,0.0,,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.398594934535208,2094.0,0
2024-10-23,510,ITACOATIARA,1652.0,416.0,Quarta-feira,,0.0,,0.0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0330862217988015,1652.0,0
2022-11-22,510,ITACOATIARA,2600.0,634.0,Terça-feira,,0.0,,0.0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.453624998892692,2600.0,0
2024-03-23,510,ITACOATIARA,1489.0,412.0,Sábado,,0.0,,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.023447592961033,1489.0,0
2024-03-09,510,ITACOATIARA,1843.0,442.0,Sábado,,0.0,,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.093569770045136,1843.0,0
2024-06-24,510,ITACOATIARA,2090.0,565.0,Segunda-feira,,0.0,,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.338594078203183,2090.0,0
2024-06-23,510,ITACOATIARA,509.0,136.0,Domingo,,0.0,,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.919980925828125,509.0,0
2023-07-09,510,ITACOATIARA,591.0,190.0,Domingo,,0.0,,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25227342804663,591.0,0
2025-02-21,510,ITACOATIARA,2108.0,506.0,Sexta-feira,,0.0,,0.0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.2285110035911835,2108.0,0
2025-08-15,510,ITACOATIARA,1773.0,427.0,Sexta-feira,,0.0,,0.0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.059123195581797,1773.0,0
2023-04-27,510,ITACOATIARA,3120.0,836.0,Quinta-feira,,0.0,,0.0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.729824070489475,3120.0,0
2024-12-19,510,ITACOATIARA,2105.0,631.0,Quinta-feira,,0.0,,0.0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.448889394146858,2105.0,0
2022-11-08,510,ITACOATIARA,3548.0,765.0,Terça-feira,,0.0,,0.0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.641182169740591,3548.0,0
2022-11-24,510,ITACOATIARA,2233.0,501.0,Quinta-feira,,0.0,,0.0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.218600119691729,2233.0,0
2024-05-21,510,ITACOATIARA,1495.0,483.0,Terça-feira,,0.0,,0.0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.182084906716632,1495.0,0
2023-08-10,510,ITACOATIARA,1805.0,439.0,Quinta-feira,,0.0,,0.0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0867747269123065,1805.0,0
2023-09-22,510,ITACOATIARA,2038.0,526.0,Sexta-feira,,0.0,,0.0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.267200548541362,2038.0,0
2025-01-04,510,ITACOATIARA,1884.0,484.0,Sábado,,0.0,,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.184148890937483,1884.0,0
2023-09-06,510,ITACOATIARA,3077.0,935.0,Quarta-feira,,0.0,,0.0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.8416154764775925,3077.0,0
2023-07-08,510,ITACOATIARA,2030.0,637.0,Sábado,,0.0,,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.45833828334479,2030.0,0
2024-10-27,510,ITACOATIARA,478.0,135.0,Domingo,,0.0,,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.912654885736052,478.0,0
2022-08-21,510,ITACOATIARA,543.0,150.0,Domingo,,0.0,,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.017279836814924,543.0,0
2023-03-19,510,ITACOATIARA,535.0,149.0,Domingo,,0.0,,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0106352940962555,535.0,0
2024-09-28,510,ITACOATIARA,2400.0,711.0,Sábado,,0.0,,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.568077911411976,2400.0,0
2025-01-06,510,ITACOATIARA,2786.0,720.0,Segunda-feira,,0.0,,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.580639137284949,2786.0,0
2022-10-13,510,ITACOATIARA,2415.0,527.0,Quinta-feira,,0.0,,0.0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.269096283706261,2415.0,0
2024-04-12,510,ITACOATIARA,1495.0,366.0,Sexta-feira,,0.0,,0.0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.905361848054571,1495.0,0
2024-04-22,510,ITACOATIARA,2247.0,587.0,Segunda-feira,,0.0,,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.376726947898627,2247.0,0
2023-12-20,510,ITACOATIARA,2672.0,722.0,Quarta-feira,,0.0,,0.0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.583409222158765,2672.0,0
2024-03-08,510,ITACOATIARA,2284.0,580.0,Sexta-feira,,0.0,Dia Internacional da Mulher,1.0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.364750756851911,2284.0,0
2022-07-08,510,ITACOATIARA,2235.0,659.0,Sexta-feira,,0.0,,0.0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.492239835020471,2235.0,0
2025-05-14,510,ITACOATIARA,1399.0,352.0,Quarta-feira,,0.0,,0.0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.8664680569332965,1399.0,0
2024-02-10,510,ITACOATIARA,1754.0,442.0,Sábado,,0.0,,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.093569770045136,1754.0,0
2023-03-01,510,ITACOATIARA,3719.0,972.0,Quarta-feira,,0.0,,0.0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.880384082186005,3719.0,0
2024-03-10,510,ITACOATIARA,579.0,156.0,Domingo,,0.0,,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.056245805348308,579.0,0
2024-11-23,510,ITACOATIARA,2018.0,503.0,Sábado,,0.0,,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.222576268071369,2018.0,0
2025-06-09,510,ITACOATIARA,2501.0,637.0,Segunda-feira,,0.0,,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.45833828334479,2501.0,0
2022-09-02,510,ITACOATIARA,2834.0,780.0,Sexta-feira,,0.0,,0.0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.660575149839686,2834.0,0
2025-06-10,510,ITACOATIARA,2023.0,519.0,Terça-feira,,0.0,,0.0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.253828811575473,2023.0,0
2024-01-12,510,ITACOATIARA,1511.0,409.0,Sexta-feira,,0.0,,0.0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.016157159698354,1511.0,0
2025-01-31,510,ITACOATIARA,3103.0,850.0,Sexta-feira,,0.0,,0.0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.7464121285733745,3103.0,0
2024-11-04,510,ITACOATIARA,4337.0,903.0,Segunda-feira,,0.0,,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.806829360392176,4337.0,0
2024-12-05,510,ITACOATIARA,2320.0,606.0,Quinta-feira,,0.0,,0.0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.408528791059498,2320.0,0
2024-10-16,510,ITACOATIARA,1558.0,398.0,Quarta-feira,,0.0,,0.0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.988961416889864,1558.0,0
2023-01-03,510,ITACOATIARA,3052.0,825.0,Terça-feira,,0.0,,0.0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.716594773520978,3052.0,0
2022-10-12,510,ITACOATIARA,2665.0,753.0,Quarta-feira,Nossa Senhora Aparecida,1.0,,0.0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.625392368007956,2665.0,0
2022-12-14,510,ITACOATIARA,0.0,614.0,Quarta-feira,,0.0,,0.0,1,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.421622267806518,2404.0,1
2024-02-12,510,ITACOATIARA,1797.0,408.0,Segunda-feira,,0.0,,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.013715156042802,1797.0,0
2023-05-11,510,ITACOATIARA,1947.0,557.0,Quinta-feira,,0.0,,0.0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.324358962381311,1947.0,0
